    31
0	0.
15.8	0.
16      0.
16	2.02E-22
17	1.34E-21
18	2.94E-21
20	6.3E-21
22	9.3E-21
23.75	1.15E-20
25	1.3E-20
26.5	1.45E-20
30	1.8E-20
32.5	1.99E-20
35	2.17E-20
37.5	2.31E-20
40	2.39E-20
50	2.53E-20
55	2.6E-20
100	2.85E-20
150	2.52E-20
200	2.39E-20
300	2E-20
500	1.45E-20
700	1.15E-20
1000	8.6E-21
1500	6.4E-21
2000	5.2E-21
3000	3.6E-21
5000	2.4E-21
7000	1.8E-21
10000	1.35E-21
