    34
0	0.
11.5	0.
12.7    0.
12.7	7E-22
13.7	1.41E-21
14.7	2.28E-21
15.9	3.8E-21
16.5	4.8E-21
17.5	6.1E-21
18.5	7.5E-21
19.9	9.2E-21
22.2	1.17E-20
24.7	1.33E-20
27	1.42E-20
30	1.44E-20
33	1.41E-20
35.3	1.34E-20
42	1.25E-20
48	1.16E-20
52	1.11E-20
70	9.4E-21
100	7.6E-21
150	6E-21
200	5.05E-21
300	3.95E-21
500	2.8E-21
700	2.25E-21
1000	1.77E-21
1500	1.36E-21
2000	1.1E-21
3000	8.3E-22
5000	5.8E-22
7000	4.5E-22
10000	3.5E-22
